Market,Date,Total Spend,Ad Spend,FB Spend
FR,2024-11-07,163.59,49.08,114.51
DE,2024-11-07,723.27,216.98,506.29
GR,2024-11-07,0.32,0.1,0.22
IT,2024-11-07,34.83,10.45,24.38
LT,2024-11-07,0.0,0.0,0.0
MT,2024-11-07,0.11,0.03,0.07
NL,2024-11-07,73.41,22.02,51.38
NO,2024-11-07,65.29,19.59,45.7
PT,2024-11-07,7.69,2.31,5.39
SK,2024-11-07,0.0,0.0,0.0
SI,2024-11-07,0.11,0.03,0.07
ES,2024-11-07,8.12,2.44,5.68
SE,2024-11-07,1156.01,346.8,809.21
CH,2024-11-07,147.56,44.27,103.29
US,2024-11-07,980.24,294.07,686.17
AT,2024-11-08,199.53,59.86,139.67
BE,2024-11-08,19.67,5.9,13.77
HR,2024-11-08,3.35,1.01,2.35
CZ,2024-11-08,0.0,0.0,0.0
DK,2024-11-08,8.97,2.69,6.28
FI,2024-11-08,1.84,0.55,1.29
FR,2024-11-08,117.28,35.18,82.09
DE,2024-11-08,151.43,45.43,106.0
GR,2024-11-08,0.43,0.13,0.3
IT,2024-11-08,3.13,0.94,2.19
LT,2024-11-08,0.0,0.0,0.0
NL,2024-11-08,157.59,47.28,110.31
NO,2024-11-08,70.69,21.21,49.48
PT,2024-11-08,2.92,0.88,2.04
ES,2024-11-08,76.96,23.09,53.87
SE,2024-11-08,1170.59,351.18,819.42
CH,2024-11-08,0.11,0.03,0.08
US,2024-11-08,887.29,266.19,621.11
AT,2024-11-09,247.19,74.16,173.04
BE,2024-11-09,0.22,0.06,0.15
HR,2024-11-09,0.11,0.03,0.08
CZ,2024-11-09,0.0,0.0,0.0
DK,2024-11-09,93.32,28.0,65.32
FI,2024-11-09,1.84,0.55,1.29
FR,2024-11-09,92.35,27.7,64.64
DE,2024-11-09,120.25,36.07,84.17
GR,2024-11-09,1.19,0.36,0.83
IT,2024-11-09,99.48,29.84,69.64
LV,2024-11-09,0.0,0.0,0.0
LU,2024-11-09,0.54,0.16,0.38
NL,2024-11-09,32.55,9.76,22.78
NO,2024-11-09,52.99,15.9,37.09
PT,2024-11-09,0.22,0.06,0.15
SK,2024-11-09,2.49,0.75,1.74
ES,2024-11-09,24.01,7.2,16.8
SE,2024-11-09,1239.11,371.73,867.38
CH,2024-11-09,492.77,147.83,344.94
US,2024-11-09,1364.98,409.49,955.48
AT,2024-11-10,0.22,0.06,0.15
BE,2024-11-10,221.51,66.45,155.05
HR,2024-11-10,0.0,0.0,0.0
CZ,2024-11-10,2.81,0.84,1.97
DK,2024-11-10,97.0,29.1,67.9
FI,2024-11-10,68.53,20.56,47.97
FR,2024-11-10,95.7,28.71,66.99
DE,2024-11-10,307.9,92.37,215.53
GR,2024-11-10,0.11,0.03,0.08
IT,2024-11-10,5.41,1.62,3.79
LT,2024-11-10,0.0,0.0,0.0
LU,2024-11-10,0.0,0.0,0.0
MT,2024-11-10,0.0,0.0,0.0
NL,2024-11-10,47.64,14.29,33.35
NO,2024-11-10,117.25,35.17,82.07
PT,2024-11-10,2.38,0.71,1.67
SK,2024-11-10,0.0,0.0,0.0
ES,2024-11-10,138.14,41.44,96.7
SE,2024-11-10,1782.77,534.83,1247.94
CH,2024-11-10,3.57,1.07,2.5
US,2024-11-10,1536.8,461.04,1075.76
AF,2024-11-04,0.0,0.0,0.0
AL,2024-11-04,3.54,1.06,2.48
DZ,2024-11-04,1.5,0.45,1.05
AD,2024-11-04,0.64,0.19,0.45
AO,2024-11-04,1.18,0.35,0.83
AG,2024-11-04,0.21,0.06,0.15
AR,2024-11-04,3.43,1.03,2.4
AM,2024-11-04,2.04,0.61,1.43
AW,2024-11-04,0.32,0.1,0.23
AU,2024-11-04,653.67,196.1,457.57
AT,2024-11-04,228.04,68.41,159.63
AZ,2024-11-04,6.0,1.8,4.2
BS,2024-11-04,5.36,1.61,3.75
BH,2024-11-04,12.11,3.63,8.48
BD,2024-11-04,0.54,0.16,0.38
BB,2024-11-04,1.39,0.42,0.98
BY,2024-11-04,1.39,0.42,0.98
BE,2024-11-04,376.2,112.86,263.34
BZ,2024-11-04,0.0,0.0,0.0
BJ,2024-11-04,0.0,0.0,0.0
BM,2024-11-04,0.75,0.23,0.53
BT,2024-11-04,0.0,0.0,0.0
,2024-11-04,0.32,0.1,0.23
BQ,2024-11-04,0.0,0.0,0.0
BA,2024-11-04,0.75,0.23,0.53
BW,2024-11-04,0.0,0.0,0.0
BR,2024-11-04,48.35,14.51,33.85
,2024-11-04,0.54,0.16,0.38
BN,2024-11-04,0.32,0.1,0.23
BG,2024-11-04,15.12,4.54,10.58
BF,2024-11-04,0.32,0.1,0.23
BI,2024-11-04,0.0,0.0,0.0
KH,2024-11-04,0.11,0.03,0.08
CM,2024-11-04,0.11,0.03,0.08
CA,2024-11-04,377.38,113.22,264.17
,2024-11-04,0.0,0.0,0.0
KY,2024-11-04,3.65,1.09,2.55
TD,2024-11-04,0.0,0.0,0.0
CL,2024-11-04,8.58,2.57,6.0
CN,2024-11-04,5.04,1.51,3.53
CO,2024-11-04,9.97,2.99,6.98
,2024-11-04,0.0,0.0,0.0
,2024-11-04,0.11,0.03,0.08
CD,2024-11-04,0.11,0.03,0.08
CR,2024-11-04,1.39,0.42,0.98
HR,2024-11-04,28.73,8.62,20.11
CW,2024-11-04,0.54,0.16,0.38
CY,2024-11-04,65.93,19.78,46.15
CZ,2024-11-04,60.68,18.2,42.48
CI,2024-11-04,0.54,0.16,0.38
DK,2024-11-04,466.15,139.85,326.31
DM,2024-11-04,0.11,0.03,0.08
DO,2024-11-04,23.8,7.14,16.66
EC,2024-11-04,5.79,1.74,4.05
EG,2024-11-04,6.43,1.93,4.5
SV,2024-11-04,0.43,0.13,0.3
EE,2024-11-04,29.05,8.72,20.34
ET,2024-11-04,0.0,0.0,0.0
FO,2024-11-04,0.11,0.03,0.08
FJ,2024-11-04,1.07,0.32,0.75
FI,2024-11-04,141.84,42.55,99.29
FR,2024-11-04,565.54,169.66,395.88
GF,2024-11-04,0.0,0.0,0.0
PF,2024-11-04,3.43,1.03,2.4
GA,2024-11-04,0.11,0.03,0.08
GE,2024-11-04,22.51,6.75,15.76
DE,2024-11-04,1208.7,362.61,846.09
GH,2024-11-04,0.0,0.0,0.0
GI,2024-11-04,0.96,0.29,0.68
GR,2024-11-04,282.93,84.88,198.05
GL,2024-11-04,0.21,0.06,0.15
GD,2024-11-04,0.64,0.19,0.45
GP,2024-11-04,1.18,0.35,0.83
GU,2024-11-04,0.32,0.1,0.23
GT,2024-11-04,1.93,0.58,1.35
GG,2024-11-04,1.29,0.39,0.9
HT,2024-11-04,3.0,0.9,2.1
HN,2024-11-04,0.43,0.13,0.3
HK,2024-11-04,212.28,63.68,148.59
HU,2024-11-04,14.04,4.21,9.83
IS,2024-11-04,15.76,4.73,11.03
IN,2024-11-04,147.74,44.32,103.42
ID,2024-11-04,12.54,3.76,8.78
IQ,2024-11-04,0.43,0.13,0.3
IE,2024-11-04,53.28,15.99,37.3
IM,2024-11-04,0.54,0.16,0.38
IL,2024-11-04,96.81,29.04,67.77
IT,2024-11-04,388.86,116.66,272.2
JM,2024-11-04,2.57,0.77,1.8
JP,2024-11-04,133.26,39.98,93.28
JE,2024-11-04,3.32,1.0,2.33
JO,2024-11-04,2.68,0.8,1.88
KZ,2024-11-04,6.43,1.93,4.5
KE,2024-11-04,1.29,0.39,0.9
KR,2024-11-04,67.54,20.26,47.28
RS,2024-11-04,1.39,0.42,0.98
KW,2024-11-04,98.63,29.59,69.04
KG,2024-11-04,0.11,0.03,0.08
LA,2024-11-04,0.11,0.03,0.08
LV,2024-11-04,16.08,4.82,11.26
LB,2024-11-04,12.22,3.67,8.56
LR,2024-11-04,0.0,0.0,0.0
LY,2024-11-04,0.11,0.03,0.08
LI,2024-11-04,0.96,0.29,0.68
LT,2024-11-04,47.28,14.18,33.1
LU,2024-11-04,34.09,10.23,23.87
MO,2024-11-04,2.79,0.84,1.95
MK,2024-11-04,3.75,1.13,2.63
MG,2024-11-04,0.11,0.03,0.08
MW,2024-11-04,0.0,0.0,0.0
MY,2024-11-04,8.15,2.44,5.7
MV,2024-11-04,2.68,0.8,1.88
ML,2024-11-04,0.0,0.0,0.0
MT,2024-11-04,17.8,5.34,12.46
MQ,2024-11-04,0.86,0.26,0.6
MR,2024-11-04,0.0,0.0,0.0
MU,2024-11-04,0.32,0.1,0.23
MX,2024-11-04,87.48,26.25,61.24
MD,2024-11-04,8.15,2.44,5.7
MC,2024-11-04,23.16,6.95,16.21
MN,2024-11-04,0.11,0.03,0.08
ME,2024-11-04,3.86,1.16,2.7
MA,2024-11-04,10.83,3.25,7.58
MZ,2024-11-04,0.32,0.1,0.23
MM,2024-11-04,0.21,0.06,0.15
,2024-11-04,0.0,0.0,0.0
NP,2024-11-04,0.96,0.29,0.68
NL,2024-11-04,404.4,121.32,283.08
NC,2024-11-04,0.54,0.16,0.38
NZ,2024-11-04,38.38,11.51,26.87
NI,2024-11-04,0.11,0.03,0.08
,2024-11-04,0.11,0.03,0.08
NG,2024-11-04,4.72,1.42,3.3
NO,2024-11-04,186.98,56.09,130.88
OM,2024-11-04,5.25,1.58,3.68
PK,2024-11-04,10.08,3.02,7.05
,2024-11-04,0.11,0.03,0.08
PA,2024-11-04,1.61,0.48,1.13
PY,2024-11-04,2.57,0.77,1.8
PE,2024-11-04,1.61,0.48,1.13
PH,2024-11-04,30.56,9.17,21.39
PL,2024-11-04,83.09,24.93,58.16
PT,2024-11-04,142.27,42.68,99.59
PR,2024-11-04,39.45,11.84,27.62
QA,2024-11-04,123.29,36.99,86.31
RO,2024-11-04,30.66,9.2,21.46
RU,2024-11-04,0.0,0.0,0.0
RW,2024-11-04,0.0,0.0,0.0
RE,2024-11-04,0.0,0.0,0.0
KN,2024-11-04,0.21,0.06,0.15
LC,2024-11-04,0.0,0.0,0.0
,2024-11-04,0.0,0.0,0.0
,2024-11-04,0.11,0.03,0.08
,2024-11-04,0.0,0.0,0.0
WS,2024-11-04,0.0,0.0,0.0
SM,2024-11-04,0.32,0.1,0.23
ST,2024-11-04,0.0,0.0,0.0
SA,2024-11-04,200.59,60.18,140.41
SN,2024-11-04,0.86,0.26,0.6
RS,2024-11-04,7.61,2.28,5.33
SC,2024-11-04,0.0,0.0,0.0
SL,2024-11-04,0.0,0.0,0.0
SG,2024-11-04,152.99,45.9,107.09
,2024-11-04,0.11,0.03,0.08
SK,2024-11-04,16.83,5.05,11.78
SI,2024-11-04,16.4,4.92,11.48
SO,2024-11-04,0.0,0.0,0.0
ZA,2024-11-04,48.46,14.54,33.92
ES,2024-11-04,474.41,142.32,332.09
LK,2024-11-04,0.64,0.19,0.45
SE,2024-11-04,1708.95,512.68,1196.26
CH,2024-11-04,263.31,78.99,184.32
TW,2024-11-04,61.22,18.37,42.85
TJ,2024-11-04,0.43,0.13,0.3
TZ,2024-11-04,0.11,0.03,0.08
TH,2024-11-04,16.72,5.02,11.71
TG,2024-11-04,0.0,0.0,0.0
TT,2024-11-04,4.5,1.35,3.15
TN,2024-11-04,2.79,0.84,1.95
TR,2024-11-04,16.19,4.86,11.33
TM,2024-11-04,0.0,0.0,0.0
,2024-11-04,0.32,0.1,0.23
UG,2024-11-04,0.21,0.06,0.15
UA,2024-11-04,12.22,3.67,8.56
AE,2024-11-04,603.71,181.11,422.59
GB,2024-11-04,2204.05,661.21,1542.83
US,2024-11-04,3332.34,999.7,2332.64
UY,2024-11-04,0.75,0.23,0.53
UZ,2024-11-04,3.0,0.9,2.1
VU,2024-11-04,0.0,0.0,0.0
VE,2024-11-04,4.29,1.29,3.0
VN,2024-11-04,2.57,0.77,1.8
,2024-11-04,0.75,0.23,0.53
YE,2024-11-04,0.0,0.0,0.0
ZW,2024-11-04,0.21,0.06,0.15
AF,2024-11-05,0.0,0.0,0.0
AL,2024-11-05,7.9,2.37,5.53
DZ,2024-11-05,0.96,0.29,0.67
AD,2024-11-05,1.6,0.48,1.12
AO,2024-11-05,1.71,0.51,1.2
AG,2024-11-05,0.21,0.06,0.15
AR,2024-11-05,3.2,0.96,2.24
AM,2024-11-05,1.28,0.38,0.9
AW,2024-11-05,0.43,0.13,0.3
AU,2024-11-05,789.94,236.98,552.96
AT,2024-11-05,262.28,78.68,183.6
AZ,2024-11-05,8.54,2.56,5.98
BS,2024-11-05,4.27,1.28,2.99
BH,2024-11-05,17.94,5.38,12.56
BD,2024-11-05,1.5,0.45,1.05
BB,2024-11-05,2.03,0.61,1.42
BY,2024-11-05,2.46,0.74,1.72
BE,2024-11-05,440.63,132.19,308.44
BZ,2024-11-05,0.0,0.0,0.0
BJ,2024-11-05,0.11,0.03,0.07
BM,2024-11-05,0.43,0.13,0.3
BT,2024-11-05,0.11,0.03,0.07
,2024-11-05,0.21,0.06,0.15
BQ,2024-11-05,0.0,0.0,0.0
BA,2024-11-05,1.6,0.48,1.12
BW,2024-11-05,0.21,0.06,0.15
BR,2024-11-05,59.8,17.94,41.86
,2024-11-05,0.43,0.13,0.3
BN,2024-11-05,0.21,0.06,0.15
BG,2024-11-05,23.81,7.14,16.67
BI,2024-11-05,0.0,0.0,0.0
KH,2024-11-05,0.32,0.1,0.22
CM,2024-11-05,0.11,0.03,0.07
CA,2024-11-05,414.57,124.37,290.2
,2024-11-05,0.0,0.0,0.0
KY,2024-11-05,6.62,1.99,4.63
CL,2024-11-05,8.33,2.5,5.83
CN,2024-11-05,8.33,2.5,5.83
CO,2024-11-05,11.64,3.49,8.15
,2024-11-05,0.0,0.0,0.0
,2024-11-05,0.0,0.0,0.0
CD,2024-11-05,0.11,0.03,0.07
CR,2024-11-05,2.35,0.7,1.64
HR,2024-11-05,32.57,9.77,22.8
CW,2024-11-05,1.71,0.51,1.2
CY,2024-11-05,77.75,23.32,54.42
CZ,2024-11-05,95.79,28.74,67.06
CI,2024-11-05,0.21,0.06,0.15
DK,2024-11-05,507.05,152.12,354.94
DM,2024-11-05,0.0,0.0,0.0
DO,2024-11-05,23.07,6.92,16.15
EC,2024-11-05,10.36,3.11,7.25
EG,2024-11-05,6.73,2.02,4.71
SV,2024-11-05,1.17,0.35,0.82
EE,2024-11-05,31.4,9.42,21.98
ET,2024-11-05,0.0,0.0,0.0
FO,2024-11-05,0.21,0.06,0.15
FJ,2024-11-05,0.21,0.06,0.15
FI,2024-11-05,135.31,40.59,94.71
FR,2024-11-05,625.91,187.77,438.14
GF,2024-11-05,0.0,0.0,0.0
PF,2024-11-05,2.46,0.74,1.72
GA,2024-11-05,0.0,0.0,0.0
GE,2024-11-05,28.83,8.65,20.18
DE,2024-11-05,1322.73,396.82,925.91
GH,2024-11-05,0.11,0.03,0.07
GI,2024-11-05,1.07,0.32,0.75
GR,2024-11-05,344.3,103.29,241.01
GL,2024-11-05,0.0,0.0,0.0
GD,2024-11-05,0.11,0.03,0.07
GP,2024-11-05,1.82,0.54,1.27
GU,2024-11-05,0.64,0.19,0.45
GT,2024-11-05,1.17,0.35,0.82
GG,2024-11-05,1.71,0.51,1.2
GN,2024-11-05,0.0,0.0,0.0
GY,2024-11-05,0.0,0.0,0.0
HT,2024-11-05,5.98,1.79,4.19
HN,2024-11-05,0.53,0.16,0.37
HK,2024-11-05,222.45,66.73,155.71
HU,2024-11-05,19.01,5.7,13.31
IS,2024-11-05,17.73,5.32,12.41
IN,2024-11-05,135.09,40.53,94.56
ID,2024-11-05,14.84,4.45,10.39
IQ,2024-11-05,0.32,0.1,0.22
IE,2024-11-05,47.84,14.35,33.49
IM,2024-11-05,0.64,0.19,0.45
IL,2024-11-05,123.24,36.97,86.27
IT,2024-11-05,429.52,128.86,300.66
JM,2024-11-05,2.99,0.9,2.09
JP,2024-11-05,105.3,31.59,73.71
JE,2024-11-05,3.31,0.99,2.32
JO,2024-11-05,3.74,1.12,2.62
KZ,2024-11-05,4.49,1.35,3.14
KE,2024-11-05,1.07,0.32,0.75
KR,2024-11-05,110.32,33.1,77.22
RS,2024-11-05,1.71,0.51,1.2
KW,2024-11-05,103.59,31.08,72.51
KG,2024-11-05,0.64,0.19,0.45
LA,2024-11-05,0.11,0.03,0.07
LV,2024-11-05,17.51,5.25,12.26
LB,2024-11-05,11.75,3.52,8.22
LR,2024-11-05,0.0,0.0,0.0
LY,2024-11-05,0.32,0.1,0.22
LI,2024-11-05,0.85,0.26,0.6
LT,2024-11-05,50.73,15.22,35.51
LU,2024-11-05,30.65,9.19,21.45
MO,2024-11-05,4.38,1.31,3.06
MK,2024-11-05,0.75,0.22,0.52
MG,2024-11-05,0.32,0.1,0.22
MW,2024-11-05,0.11,0.03,0.07
MY,2024-11-05,7.9,2.37,5.53
MV,2024-11-05,5.23,1.57,3.66
ML,2024-11-05,0.0,0.0,0.0
MT,2024-11-05,17.19,5.16,12.04
MQ,2024-11-05,0.85,0.26,0.6
MR,2024-11-05,0.0,0.0,0.0
MU,2024-11-05,0.11,0.03,0.07
MX,2024-11-05,66.96,20.09,46.87
MD,2024-11-05,5.02,1.51,3.51
MC,2024-11-05,21.04,6.31,14.73
MN,2024-11-05,0.32,0.1,0.22
ME,2024-11-05,3.95,1.19,2.77
MA,2024-11-05,7.8,2.34,5.46
MZ,2024-11-05,0.53,0.16,0.37
MM,2024-11-05,0.11,0.03,0.07
,2024-11-05,0.11,0.03,0.07
NP,2024-11-05,0.96,0.29,0.67
NL,2024-11-05,341.63,102.49,239.14
NC,2024-11-05,0.53,0.16,0.37
NZ,2024-11-05,37.06,11.12,25.94
NI,2024-11-05,0.0,0.0,0.0
NG,2024-11-05,2.67,0.8,1.87
NF,2024-11-05,0.0,0.0,0.0
NO,2024-11-05,235.48,70.64,164.83
OM,2024-11-05,5.13,1.54,3.59
PK,2024-11-05,19.86,5.96,13.9
,2024-11-05,0.32,0.1,0.22
PA,2024-11-05,1.39,0.42,0.97
PG,2024-11-05,0.0,0.0,0.0
PY,2024-11-05,5.66,1.7,3.96
PE,2024-11-05,2.03,0.61,1.42
PH,2024-11-05,8.01,2.4,5.61
PL,2024-11-05,81.06,24.32,56.74
PT,2024-11-05,165.74,49.72,116.02
PR,2024-11-05,53.72,16.12,37.6
QA,2024-11-05,110.42,33.13,77.3
RO,2024-11-05,37.48,11.25,26.24
RU,2024-11-05,0.43,0.13,0.3
RW,2024-11-05,0.0,0.0,0.0
RE,2024-11-05,0.21,0.06,0.15
KN,2024-11-05,0.21,0.06,0.15
LC,2024-11-05,0.21,0.06,0.15
,2024-11-05,0.0,0.0,0.0
,2024-11-05,0.11,0.03,0.07
,2024-11-05,0.43,0.13,0.3
SM,2024-11-05,0.0,0.0,0.0
ST,2024-11-05,0.0,0.0,0.0
SA,2024-11-05,175.35,52.61,122.75
SN,2024-11-05,0.85,0.26,0.6
RS,2024-11-05,11.43,3.43,8.0
SC,2024-11-05,0.11,0.03,0.07
SL,2024-11-05,0.0,0.0,0.0
SG,2024-11-05,180.69,54.21,126.49
,2024-11-05,0.85,0.26,0.6
SK,2024-11-05,21.47,6.44,15.03
SI,2024-11-05,20.29,6.09,14.2
SO,2024-11-05,0.0,0.0,0.0
ZA,2024-11-05,61.62,18.49,43.13
ES,2024-11-05,465.62,139.68,325.93
LK,2024-11-05,1.07,0.32,0.75
SJ,2024-11-05,0.11,0.03,0.07
,2024-11-05,0.0,0.0,0.0
SE,2024-11-05,2140.44,642.13,1498.31
CH,2024-11-05,416.92,125.08,291.84
TW,2024-11-05,65.89,19.77,46.12
TJ,2024-11-05,0.85,0.26,0.6
TZ,2024-11-05,0.0,0.0,0.0
TH,2024-11-05,23.28,6.98,16.3
TL,2024-11-05,0.11,0.03,0.07
TT,2024-11-05,3.42,1.03,2.39
TN,2024-11-05,1.71,0.51,1.2
TR,2024-11-05,15.81,4.74,11.06
TM,2024-11-05,0.43,0.13,0.3
,2024-11-05,1.71,0.51,1.2
UG,2024-11-05,0.21,0.06,0.15
UA,2024-11-05,9.72,2.92,6.8
AE,2024-11-05,669.27,200.78,468.49
GB,2024-11-05,2385.11,715.53,1669.57
US,2024-11-05,3649.0,1094.7,2554.3
UY,2024-11-05,0.21,0.06,0.15
UZ,2024-11-05,2.78,0.83,1.94
VU,2024-11-05,0.11,0.03,0.07
VE,2024-11-05,6.19,1.86,4.34
VN,2024-11-05,4.91,1.47,3.44
,2024-11-05,1.07,0.32,0.75
YE,2024-11-05,0.11,0.03,0.07
ZW,2024-11-05,0.0,0.0,0.0
AF,2024-11-06,0.0,0.0,0.0
AL,2024-11-06,5.86,1.76,4.1
DZ,2024-11-06,1.52,0.46,1.06
AD,2024-11-06,0.98,0.29,0.68
AO,2024-11-06,1.3,0.39,0.91
AG,2024-11-06,0.33,0.1,0.23
AR,2024-11-06,5.42,1.63,3.8
AM,2024-11-06,0.98,0.29,0.68
AW,2024-11-06,0.54,0.16,0.38
AU,2024-11-06,932.29,279.69,652.61
AT,2024-11-06,221.33,66.4,154.93
AZ,2024-11-06,9.76,2.93,6.84
BS,2024-11-06,4.88,1.46,3.42
BH,2024-11-06,15.3,4.59,10.71
BD,2024-11-06,2.28,0.68,1.59
BB,2024-11-06,2.17,0.65,1.52
BY,2024-11-06,11.17,3.35,7.82
BE,2024-11-06,374.41,112.32,262.09
BZ,2024-11-06,0.11,0.03,0.08
BJ,2024-11-06,0.0,0.0,0.0
BM,2024-11-06,0.87,0.26,0.61
BT,2024-11-06,0.0,0.0,0.0
,2024-11-06,0.33,0.1,0.23
BQ,2024-11-06,0.11,0.03,0.08
BA,2024-11-06,3.58,1.07,2.51
BW,2024-11-06,0.0,0.0,0.0
BR,2024-11-06,58.59,17.58,41.01
,2024-11-06,0.43,0.13,0.3
BN,2024-11-06,0.43,0.13,0.3
BG,2024-11-06,22.68,6.8,15.87
BF,2024-11-06,0.11,0.03,0.08
KH,2024-11-06,0.33,0.1,0.23
CM,2024-11-06,0.0,0.0,0.0
CA,2024-11-06,449.71,134.91,314.8
KY,2024-11-06,8.46,2.54,5.92
TD,2024-11-06,0.0,0.0,0.0
CL,2024-11-06,7.38,2.21,5.16
CN,2024-11-06,8.03,2.41,5.62
CO,2024-11-06,19.42,5.83,13.59
,2024-11-06,0.0,0.0,0.0
,2024-11-06,0.0,0.0,0.0
CD,2024-11-06,0.11,0.03,0.08
CR,2024-11-06,3.25,0.98,2.28
HR,2024-11-06,41.44,12.43,29.01
CW,2024-11-06,1.19,0.36,0.84
CY,2024-11-06,66.18,19.85,46.33
CZ,2024-11-06,93.2,27.96,65.24
CI,2024-11-06,0.54,0.16,0.38
DK,2024-11-06,447.0,134.1,312.9
DM,2024-11-06,0.11,0.03,0.08
DO,2024-11-06,33.52,10.06,23.47
EC,2024-11-06,4.77,1.43,3.34
EG,2024-11-06,5.1,1.53,3.57
SV,2024-11-06,2.17,0.65,1.52
GQ,2024-11-06,0.0,0.0,0.0
EE,2024-11-06,27.99,8.4,19.59
ET,2024-11-06,0.0,0.0,0.0
FO,2024-11-06,0.54,0.16,0.38
FJ,2024-11-06,0.87,0.26,0.61
FI,2024-11-06,110.23,33.07,77.16
FR,2024-11-06,583.27,174.98,408.29
GF,2024-11-06,0.22,0.07,0.15
PF,2024-11-06,1.41,0.42,0.99
GA,2024-11-06,0.11,0.03,0.08
GE,2024-11-06,33.2,9.96,23.24
DE,2024-11-06,1072.04,321.61,750.42
GH,2024-11-06,0.43,0.13,0.3
GI,2024-11-06,0.98,0.29,0.68
GR,2024-11-06,303.24,90.97,212.27
GL,2024-11-06,0.33,0.1,0.23
GD,2024-11-06,0.11,0.03,0.08
GP,2024-11-06,1.74,0.52,1.22
GU,2024-11-06,0.22,0.07,0.15
GT,2024-11-06,2.28,0.68,1.59
GG,2024-11-06,1.84,0.55,1.29
GN,2024-11-06,0.11,0.03,0.08
HT,2024-11-06,7.27,2.18,5.09
HN,2024-11-06,0.22,0.07,0.15
HK,2024-11-06,272.0,81.6,190.4
HU,2024-11-06,18.12,5.44,12.68
IS,2024-11-06,20.61,6.18,14.43
IN,2024-11-06,88.31,26.49,61.82
ID,2024-11-06,17.03,5.11,11.92
IQ,2024-11-06,0.54,0.16,0.38
IE,2024-11-06,69.87,20.96,48.91
IM,2024-11-06,0.33,0.1,0.23
IL,2024-11-06,118.91,35.67,83.24
IT,2024-11-06,344.69,103.41,241.28
JM,2024-11-06,3.15,0.94,2.2
JP,2024-11-06,142.24,42.67,99.57
JE,2024-11-06,4.01,1.2,2.81
JO,2024-11-06,3.58,1.07,2.51
KZ,2024-11-06,4.56,1.37,3.19
KE,2024-11-06,1.08,0.33,0.76
KR,2024-11-06,92.76,27.83,64.93
RS,2024-11-06,1.41,0.42,0.99
KW,2024-11-06,116.41,34.92,81.49
KG,2024-11-06,0.65,0.2,0.46
LA,2024-11-06,0.0,0.0,0.0
LV,2024-11-06,26.36,7.91,18.45
LB,2024-11-06,7.7,2.31,5.39
LR,2024-11-06,0.0,0.0,0.0
LY,2024-11-06,0.11,0.03,0.08
LI,2024-11-06,0.87,0.26,0.61
LT,2024-11-06,51.1,15.33,35.77
LU,2024-11-06,24.52,7.36,17.16
MO,2024-11-06,4.34,1.3,3.04
MK,2024-11-06,3.15,0.94,2.2
MG,2024-11-06,0.0,0.0,0.0
MW,2024-11-06,0.0,0.0,0.0
MY,2024-11-06,3.91,1.17,2.73
MV,2024-11-06,4.77,1.43,3.34
ML,2024-11-06,0.0,0.0,0.0
MT,2024-11-06,17.47,5.24,12.23
MQ,2024-11-06,1.95,0.59,1.37
MR,2024-11-06,0.0,0.0,0.0
MU,2024-11-06,0.76,0.23,0.53
MX,2024-11-06,64.55,19.37,45.19
MD,2024-11-06,9.01,2.7,6.3
MC,2024-11-06,17.58,5.27,12.3
MN,2024-11-06,0.65,0.2,0.46
ME,2024-11-06,3.8,1.14,2.66
MS,2024-11-06,0.0,0.0,0.0
MA,2024-11-06,10.63,3.19,7.44
MZ,2024-11-06,0.43,0.13,0.3
MM,2024-11-06,0.43,0.13,0.3
,2024-11-06,0.11,0.03,0.08
NP,2024-11-06,0.98,0.29,0.68
NL,2024-11-06,461.21,138.36,322.85
NC,2024-11-06,0.65,0.2,0.46
NZ,2024-11-06,45.03,13.51,31.52
NI,2024-11-06,0.0,0.0,0.0
NG,2024-11-06,5.1,1.53,3.57
NF,2024-11-06,0.0,0.0,0.0
NO,2024-11-06,195.72,58.72,137.01
OM,2024-11-06,9.22,2.77,6.46
PK,2024-11-06,14.65,4.39,10.25
,2024-11-06,0.54,0.16,0.38
PA,2024-11-06,2.82,0.85,1.97
PG,2024-11-06,0.0,0.0,0.0
PY,2024-11-06,2.17,0.65,1.52
PE,2024-11-06,1.74,0.52,1.22
PH,2024-11-06,13.24,3.97,9.27
PL,2024-11-06,90.59,27.18,63.42
PT,2024-11-06,119.13,35.74,83.39
PR,2024-11-06,61.3,18.39,42.91
QA,2024-11-06,123.14,36.94,86.2
RO,2024-11-06,45.24,13.57,31.67
RW,2024-11-06,0.0,0.0,0.0
RE,2024-11-06,0.0,0.0,0.0
KN,2024-11-06,0.43,0.13,0.3
LC,2024-11-06,0.33,0.1,0.23
PM,2024-11-06,0.0,0.0,0.0
,2024-11-06,0.0,0.0,0.0
,2024-11-06,0.33,0.1,0.23
,2024-11-06,0.11,0.03,0.08
SM,2024-11-06,0.0,0.0,0.0
ST,2024-11-06,0.0,0.0,0.0
SA,2024-11-06,179.34,53.8,125.54
SN,2024-11-06,0.87,0.26,0.61
RS,2024-11-06,13.02,3.91,9.11
SL,2024-11-06,0.0,0.0,0.0
SG,2024-11-06,157.21,47.16,110.05
,2024-11-06,0.0,0.0,0.0
SK,2024-11-06,25.28,7.58,17.7
SI,2024-11-06,33.85,10.16,23.7
SO,2024-11-06,0.0,0.0,0.0
ZA,2024-11-06,67.27,20.18,47.09
ES,2024-11-06,494.74,148.42,346.31
